Zeit,Vollständiger Name,Betroffene/r Nutzer/in,Ereigniskontext,Komponente,Ereignisname,Beschreibung,Herkunft,IP-Adresse,Abschlussnote
"17. May 2023, 01:14:00",297DRA,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 297DRA created xxx.,web,75.104.45.32,2.7
"17. May 2023, 01:21:00",9DYIO,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.3
"17. May 2023, 02:10:00",19WM89,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 19WM89 updated xxx.,web,179.0.54.180,3.0
"17. May 2023, 06:51:00",14LQJV,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 14LQJV created xxx.,web,73.253.31.164,2.8
"17. May 2023, 07:18:00",25NEFW,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.2
"17. May 2023, 08:28:00",260143,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 260143 updated xxx.,web,190.29.202.49,2.8
"17. May 2023, 08:59:00",13ESGP,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 13ESGP created xxx.,web,193.223.231.64,3.1
"17. May 2023, 09:18:00",260143,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 260143 updated xxx.,web,190.29.202.49,3.4
"17. May 2023, 10:50:00",20GB9S,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 20GB9S updated xxx.,web,152.124.142.94,1.6
"17. May 2023, 13:02:00",73D0B,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 73D0B updated xxx.,ws,9.207.88.143,2.0
"17. May 2023, 13:59:00",5802T,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 5802T updated xxx.,ws,145.214.222.150,1.7
"17. May 2023, 15:15:00",13ESGP,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 13ESGP created xxx.,web,193.223.231.64,3.3
"17. May 2023, 15:20:00",2160DU,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 2160DU created xxx.,web,217.47.45.224,1.9
"17. May 2023, 16:10:00",19WM89,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 19WM89 viewed the course with id 23946.,web,179.0.54.180,3.2
"17. May 2023, 16:41:00",25NEFW,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.4
"17. May 2023, 20:17:00",1W3IK,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 1W3IK created xxx.,web,121.222.7.20,2.7
"17. May 2023, 22:08:00",24D0AN,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 24D0AN updated xxx.,ws,73.187.12.0,3.8
"17. May 2023, 23:09:00",19I42S,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 19I42S created xxx.,web,243.22.106.4,3.4
"18. April 2023, 01:44:00",13ESGP,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 13ESGP viewed the course with id 23946.,web,193.223.231.64,3.5
"18. April 2023, 02:15:00",4DMMJ,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 4DMMJ created xxx.,web,4.100.75.178,4.1
"18. April 2023, 03:51:00",14WQ3Q,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 14WQ3Q updated xxx.,web,2.242.172.221,2.7
"18. April 2023, 04:38:00",26O0KW,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 26O0KW created xxx.,web,65.136.205.127,3.2
"18. April 2023, 05:13:00",297DRA,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 297DRA viewed the course with id 23946.,web,75.104.45.32,3.1
"18. April 2023, 05:45:00",19I42S,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 19I42S viewed the course with id 23946.,cli,243.22.106.4,3.3
"18. April 2023, 09:26:00",11RP4P,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 11RP4P updated xxx.,web,60.84.143.218,3.3
"18. April 2023, 09:26:00",2OAJI,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 2OAJI created xxx.,web,179.49.49.55,1.1
"18. April 2023, 11:28:00",13ESGP,19WM89,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 13ESGP created xxx.,web,193.223.231.64,2.7
"18. April 2023, 11:45:00",20GB9S,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 20GB9S updated xxx.,web,152.124.142.94,2.1
"18. April 2023, 14:00:00",5802T,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 5802T updated xxx.,web,16.153.61.76,2.0
"18. April 2023, 14:10:00",372V0,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 372V0 viewed the course with id 23946.,web,43.62.43.195,1.6
"18. April 2023, 14:18:00",25NEFW,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.3
"18. April 2023, 14:48:00",25NEFW,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 25NEFW updated xxx.,web,22.252.23.174,1.1
"18. April 2023, 14:49:00",24SGPA,18E2O1,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,2.9
"18. April 2023, 15:44:00",4DMMJ,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 4DMMJ created xxx.,ws,103.233.237.54,4.4
"18. April 2023, 16:24:00",27KA9H,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 27KA9H viewed the course with id 23946.,cli,43.115.46.129,2.0
"18. April 2023, 17:23:00",19I42S,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 19I42S viewed the course with id 23946.,ws,162.26.214.85,3.4
"18. April 2023, 18:43:00",19I42S,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 19I42S viewed the course with id 23946.,web,243.22.106.4,3.0
"18. April 2023, 20:39:00",5802T,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 5802T created xxx.,web,16.153.61.76,2.0
"18. April 2023, 22:23:00",2OAJI,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 2OAJI viewed the course with id 23946.,web,179.49.49.55,1.3
"18. April 2023, 22:39:00",297DRA,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 297DRA created xxx.,web,75.104.45.32,3.3
"18. April 2023, 22:52:00",49DWY,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 49DWY viewed the course with id 23946.,web,217.217.223.243,2.0
"18. April 2023, 23:36:00",9DYIO,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.3
"18. May 2023, 01:09:00",26CC63,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 26CC63 created xxx.,web,176.170.1.63,1.8
"18. May 2023, 03:26:00",73D0B,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 73D0B viewed the course with id 23946.,web,161.106.110.223,2.0
"18. May 2023, 03:27:00",4Z0MB,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 4Z0MB created xxx.,web,200.131.31.148,2.7
"18. May 2023, 06:27:00",260143,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 260143 created xxx.,web,190.29.202.49,3.0
"18. May 2023, 06:43:00",25NEFW,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 25NEFW viewed the course with id 23946.,web,22.252.23.174,1.3
"18. May 2023, 08:07:00",2OAJI,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 2OAJI updated xxx.,web,179.49.49.55,1.2
"18. May 2023, 13:16:00",15R24X,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 15R24X viewed the course with id 23946.,web,156.57.138.4,3.2
"18. May 2023, 13:23:00",14LQJV,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 14LQJV created xxx.,ws,143.75.157.186,2.7
"18. May 2023, 13:35:00",4Z0MB,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 4Z0MB created xxx.,web,200.131.31.148,3.4
"18. May 2023, 14:52:00",2160DU,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 2160DU updated xxx.,web,217.47.45.224,2.2
"18. May 2023, 14:59:00",20GB9S,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 20GB9S viewed the course with id 23946.,web,152.124.142.94,1.8
"18. May 2023, 15:50:00",27KA9H,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 27KA9H created xxx.,web,43.115.46.129,2.3
"18. May 2023, 16:05:00",27KA9H,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 27KA9H viewed the course with id 23946.,web,43.115.46.129,1.8
"18. May 2023, 16:10:00",14LQJV,9DYIO,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 14LQJV updated xxx.,web,73.253.31.164,3.0
"18. May 2023, 18:07:00",49DWY,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 49DWY updated xxx.,web,217.217.223.243,2.4
"18. May 2023, 18:22:00",27KA9H,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 27KA9H updated xxx.,web,43.115.46.129,2.0
"18. May 2023, 18:57:00",49DWY,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 49DWY created xxx.,web,217.217.223.243,2.0
"18. May 2023, 19:38:00",9O0I9,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 9O0I9 viewed the course with id 23946.,web,118.86.100.221,3.3
"18. May 2023, 21:57:00",19I42S,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 19I42S created xxx.,ws,253.36.197.65,3.0
"18. May 2023, 21:59:00",372V0,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 372V0 updated xxx.,web,43.62.43.195,2.3
"18. May 2023, 23:00:00",49DWY,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 49DWY created xxx.,web,217.217.223.243,2.1
"19. April 2023, 01:17:00",27KA9H,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 27KA9H created xxx.,web,43.115.46.129,1.7
"19. April 2023, 02:07:00",49DWY,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 49DWY created xxx.,web,217.217.223.243,1.7
"19. April 2023, 05:31:00",8IVCK,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,2.7
"19. April 2023, 06:17:00",2160DU,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 2160DU viewed the course with id 23946.,ws,200.116.88.111,2.2
"19. April 2023, 08:47:00",1W3IK,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 1W3IK viewed the course with id 23946.,web,121.222.7.20,2.9
"19. April 2023, 10:16:00",26CC63,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 26CC63 updated xxx.,web,176.170.1.63,2.0
"19. April 2023, 10:24:00",19I42S,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19I42S updated xxx.,web,243.22.106.4,3.0
"19. April 2023, 11:42:00",372V0,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 372V0 updated xxx.,web,43.62.43.195,1.7
"19. April 2023, 13:47:00",13ESGP,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 13ESGP updated xxx.,web,193.223.231.64,2.8
"19. April 2023, 15:17:00",372V0,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 372V0 viewed the course with id 23946.,web,43.62.43.195,1.8
"19. April 2023, 16:20:00",4Z0MB,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 4Z0MB viewed the course with id 23946.,web,200.131.31.148,3.3
"19. April 2023, 16:25:00",26CC63,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 26CC63 updated xxx.,web,176.170.1.63,2.2
"19. April 2023, 16:45:00",26CC63,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 26CC63 viewed the course with id 23946.,web,176.170.1.63,2.1
"19. April 2023, 16:59:00",372V0,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 372V0 created xxx.,web,43.62.43.195,1.9
"19. April 2023, 18:16:00",5802T,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 5802T updated xxx.,web,16.153.61.76,2.0
"19. April 2023, 19:03:00",19I42S,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 19I42S created xxx.,web,243.22.106.4,2.9
"19. April 2023, 19:37:00",24SGPA,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,3.1
"19. April 2023, 21:27:00",372V0,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 372V0 viewed the course with id 23946.,web,43.62.43.195,1.9
"19. April 2023, 21:31:00",11RP4P,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 11RP4P created xxx.,web,60.84.143.218,2.9
"19. April 2023, 22:49:00",14WQ3Q,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 14WQ3Q viewed the course with id 23946.,web,2.242.172.221,2.6
"19. April 2023, 22:55:00",2OAJI,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 2OAJI created xxx.,web,179.49.49.55,1.4
"19. April 2023, 23:06:00",9DYIO,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 9DYIO created xxx.,web,198.66.12.92,2.7
"19. May 2023, 01:46:00",1W3IK,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 1W3IK created xxx.,web,121.222.7.20,3.2
"19. May 2023, 02:04:00",4Z0MB,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 4Z0MB viewed the course with id 23946.,web,200.131.31.148,2.9
"19. May 2023, 04:13:00",2160DU,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 2160DU created xxx.,web,217.47.45.224,2.5
"19. May 2023, 05:39:00",9O0I9,20GB9S,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 9O0I9 updated xxx.,web,118.86.100.221,2.7
"19. May 2023, 06:23:00",15R24X,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 15R24X viewed the course with id 23946.,web,156.57.138.4,3.0
"19. May 2023, 06:26:00",24SGPA,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 24SGPA updated xxx.,web,146.253.0.191,3.3
"19. May 2023, 07:12:00",2OAJI,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 2OAJI updated xxx.,cli,179.49.49.55,1.2
"20. April 2023, 00:57:00",24SGPA,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 24SGPA created xxx.,ws,117.83.121.130,2.9
"20. April 2023, 01:34:00",14WQ3Q,1W3IK,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 14WQ3Q viewed the course with id 23946.,web,2.242.172.221,3.3
"20. April 2023, 02:33:00",7MZMO,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 7MZMO created xxx.,web,247.247.166.211,3.4
"20. April 2023, 03:05:00",20GB9S,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 20GB9S created xxx.,web,152.124.142.94,2.3
"20. April 2023, 03:21:00",1W3IK,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 1W3IK updated xxx.,web,121.222.7.20,3.0
"20. April 2023, 03:32:00",372V0,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 372V0 viewed the course with id 23946.,web,43.62.43.195,2.3
"20. April 2023, 03:33:00",73D0B,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 73D0B updated xxx.,web,161.106.110.223,2.3
"20. April 2023, 04:21:00",73D0B,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 73D0B updated xxx.,web,161.106.110.223,1.6
"20. April 2023, 04:48:00",297DRA,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 297DRA created xxx.,web,75.104.45.32,3.4
"20. April 2023, 05:04:00",24SGPA,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 24SGPA updated xxx.,web,146.253.0.191,3.4
"20. April 2023, 05:13:00",26O0KW,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 26O0KW updated xxx.,web,65.136.205.127,3.0
"20. April 2023, 05:48:00",19I42S,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 19I42S created xxx.,web,243.22.106.4,3.4
"20. April 2023, 06:13:00",2160DU,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 2160DU viewed the course with id 23946.,web,217.47.45.224,2.2
"20. April 2023, 08:43:00",24SGPA,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 24SGPA viewed the course with id 23946.,web,146.253.0.191,3.5
"20. April 2023, 08:50:00",9DYIO,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 9DYIO created xxx.,cli,198.66.12.92,3.2
"20. April 2023, 09:27:00",26CC63,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 26CC63 updated xxx.,web,176.170.1.63,2.0
"20. April 2023, 10:18:00",9O0I9,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 9O0I9 viewed the course with id 23946.,web,118.86.100.221,3.2
"20. April 2023, 10:33:00",26O0KW,-,Datei: xxx,Datei,Ein weiterer Satz,The user with id 26O0KW viewed the course with id 23946.,web,65.136.205.127,3.3
"20. April 2023, 11:27:00",26O0KW,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 26O0KW viewed the course with id 23946.,cli,65.136.205.127,3.5
"20. April 2023, 12:05:00",20GB9S,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 20GB9S updated xxx.,web,152.124.142.94,1.8
"20. April 2023, 14:28:00",19I42S,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19I42S viewed the course with id 23946.,web,243.22.106.4,3.1
"20. April 2023, 17:09:00",372V0,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 372V0 created xxx.,web,43.62.43.195,1.7
"20. April 2023, 19:36:00",25NEFW,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 25NEFW created xxx.,web,22.252.23.174,1.1
"20. April 2023, 21:35:00",19I42S,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 19I42S viewed the course with id 23946.,web,243.22.106.4,2.8
"20. April 2023, 22:34:00",8IVCK,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.3
"21. April 2023, 00:31:00",372V0,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 372V0 created xxx.,web,43.62.43.195,2.2
"21. April 2023, 01:07:00",297DRA,-,Aufgabe: Lösungen,Logdaten,Test Satz erfolgreich,The user with id 297DRA updated xxx.,web,75.104.45.32,3.1
"21. April 2023, 02:11:00",8IVCK,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 8IVCK viewed the course with id 23946.,web,229.215.239.183,3.1
"21. April 2023, 03:13:00",372V0,5802T,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 372V0 updated xxx.,ws,33.134.44.205,2.4
"21. April 2023, 04:50:00",260143,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 260143 updated xxx.,web,190.29.202.49,2.8
"21. April 2023, 07:44:00",26CC63,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 26CC63 viewed the course with id 23946.,web,176.170.1.63,1.6
"21. April 2023, 07:51:00",2OAJI,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 2OAJI updated xxx.,web,179.49.49.55,1.3
"21. April 2023, 08:00:00",8IVCK,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 8IVCK updated xxx.,web,229.215.239.183,2.7
"21. April 2023, 08:36:00",260143,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 260143 viewed the course with id 23946.,web,190.29.202.49,3.3
"21. April 2023, 09:08:00",15R24X,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 15R24X viewed the course with id 23946.,web,156.57.138.4,2.7
"21. April 2023, 09:27:00",13ESGP,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 13ESGP updated xxx.,ws,139.40.92.2,3.2
"21. April 2023, 11:33:00",372V0,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 372V0 updated xxx.,web,43.62.43.195,2.0
"21. April 2023, 13:38:00",2160DU,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2160DU created xxx.,web,217.47.45.224,2.1
"21. April 2023, 14:45:00",2OAJI,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 2OAJI viewed the course with id 23946.,web,179.49.49.55,1.1
"21. April 2023, 17:25:00",2OAJI,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 2OAJI updated xxx.,web,179.49.49.55,1.0
"21. April 2023, 17:41:00",9DYIO,-,Kurs: Statistik,System,Das ist ein Beispiel,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.0
"21. April 2023, 18:22:00",20GB9S,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 20GB9S updated xxx.,ws,111.167.15.149,2.3
"21. April 2023, 19:33:00",49DWY,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 49DWY updated xxx.,web,217.217.223.243,1.7
"21. April 2023, 19:59:00",25NEFW,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 25NEFW viewed the course with id 23946.,cli,22.252.23.174,1.2
"21. April 2023, 20:00:00",14LQJV,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 14LQJV created xxx.,web,73.253.31.164,3.2
"21. April 2023, 20:08:00",297DRA,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 297DRA updated xxx.,web,75.104.45.32,2.7
"21. April 2023, 22:21:00",20GB9S,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 20GB9S updated xxx.,web,152.124.142.94,1.7
"22. April 2023, 02:04:00",297DRA,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 297DRA updated xxx.,web,75.104.45.32,3.2
"22. April 2023, 04:45:00",18E2O1,-,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 18E2O1 viewed the course with id 23946.,web,2.80.53.242,3.8
"22. April 2023, 05:15:00",19I42S,8IVCK,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19I42S viewed the course with id 23946.,web,243.22.106.4,2.8
"22. April 2023, 06:48:00",19WM89,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 19WM89 updated xxx.,web,179.0.54.180,2.8
"22. April 2023, 06:52:00",27KA9H,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 27KA9H created xxx.,web,43.115.46.129,2.4
"22. April 2023, 07:12:00",260143,-,Kurs: Statistik,System,Ein weiterer Satz,The user with id 260143 created xxx.,web,190.29.202.49,2.6
"22. April 2023, 08:55:00",15R24X,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 15R24X updated xxx.,web,156.57.138.4,2.8
"22. April 2023, 09:46:00",9DYIO,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 9DYIO updated xxx.,web,198.66.12.92,3.2
"22. April 2023, 10:15:00",9O0I9,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 9O0I9 viewed the course with id 23946.,web,118.86.100.221,2.7
"22. April 2023, 11:17:00",2OAJI,-,Abstimmung: xxx,Logdaten,Das ist ein Beispiel,The user with id 2OAJI updated xxx.,ws,76.116.5.224,1.4
"22. April 2023, 11:57:00",19WM89,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 19WM89 viewed the course with id 23946.,web,179.0.54.180,2.6
"22. April 2023, 14:11:00",8IVCK,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 8IVCK updated xxx.,web,229.215.239.183,3.5
"22. April 2023, 14:42:00",26CC63,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 26CC63 created xxx.,web,176.170.1.63,2.0
"22. April 2023, 15:37:00",9DYIO,-,Forum: xxx,Logdaten,Das ist ein Beispiel,The user with id 9DYIO viewed the course with id 23946.,cli,198.66.12.92,2.8
"22. April 2023, 15:41:00",11RP4P,-,Link/URL: xxx,Link/URL,Das ist ein Beispiel,The user with id 11RP4P updated xxx.,web,60.84.143.218,3.1
"22. April 2023, 19:32:00",5802T,-,Aufgabe: Lösungen,Logdaten,Das ist ein Beispiel,The user with id 5802T updated xxx.,web,16.153.61.76,2.0
"22. April 2023, 22:18:00",24D0AN,-,Forum: xxx,Logdaten,Ein weiterer Satz,The user with id 24D0AN created xxx.,web,24.239.98.53,4.4
"22. April 2023, 23:15:00",11RP4P,297DRA,Aufgabe: Lösungen,Logdaten,Ein weiterer Satz,The user with id 11RP4P updated xxx.,web,60.84.143.218,3.1
"23. April 2023, 00:08:00",2160DU,19WM89,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 2160DU updated xxx.,web,217.47.45.224,1.6
"23. April 2023, 00:18:00",49DWY,-,Forum: xxx,Logdaten,Test Satz erfolgreich,The user with id 49DWY updated xxx.,web,217.217.223.243,2.0
"23. April 2023, 00:23:00",49DWY,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 49DWY updated xxx.,web,217.217.223.243,2.3
"23. April 2023, 00:35:00",7MZMO,-,Datei: xxx,Datei,Test Satz erfolgreich,The user with id 7MZMO viewed the course with id 23946.,web,247.247.166.211,2.6
"23. April 2023, 01:09:00",20GB9S,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 20GB9S created xxx.,web,152.124.142.94,2.1
"23. April 2023, 01:23:00",13ESGP,20GB9S,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 13ESGP viewed the course with id 23946.,ws,10.240.122.243,3.0
"23. April 2023, 01:47:00",11RP4P,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 11RP4P created xxx.,web,60.84.143.218,2.7
"23. April 2023, 02:08:00",13ESGP,-,Abstimmung: xxx,Logdaten,Test Satz erfolgreich,The user with id 13ESGP created xxx.,ws,183.111.191.65,3.0
"23. April 2023, 05:01:00",5802T,-,Abstimmung: xxx,Logdaten,Ein weiterer Satz,The user with id 5802T updated xxx.,web,16.153.61.76,2.1
"23. April 2023, 07:36:00",2160DU,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 2160DU created xxx.,web,217.47.45.224,2.3
"23. April 2023, 09:54:00",5802T,-,Link/URL: xxx,Link/URL,Test Satz erfolgreich,The user with id 5802T created xxx.,web,16.153.61.76,1.8
"23. April 2023, 10:50:00",24SGPA,-,Link/URL: xxx,Link/URL,Ein weiterer Satz,The user with id 24SGPA created xxx.,cli,146.253.0.191,3.4
"23. April 2023, 15:09:00",297DRA,-,Datei: xxx,Datei,Das ist ein Beispiel,The user with id 297DRA viewed the course with id 23946.,ws,236.223.22.135,2.8
"23. April 2023, 16:50:00",73D0B,-,Kurs: Statistik,System,Test Satz erfolgreich,The user with id 73D0B viewed the course with id 23946.,web,161.106.110.223,2.3
